Relative Abundances of Taxa in Lake Ontario
Schmidt Lab, 2023
sample_id,Proteobacteria,Actinobacteriota,Bacteroidota,Chloroflexi,Verrucomicrobiota,Cyanobacteria,Planctomycetota,sequencing_reads,perc_reads_retained,Extraction_Date,Lot_Number,
Sep_33_E,0.42008718220072033,0.22610678559729883,0.09826895456950639,0.004245722780759443,0.08853024919998992,0.12263461586917632,0.028082243555824327,67702.5,67.80229181694502,20231008.5,NA, MiSeq Sequencer
May_64_B,0.4198061111792859,0.15113160247532564,0.038251845099311045,0.2272145574391248,0.0949108567221219,2.4542888697999754e-4,0.029609242150658282,45961,63.5073484863522,20230615.5,172033163, MiSeq Sequencer
Sep_48_E,0.30229937755950453,0.4160404702883741,0.0900557165836487,0.01245658069579678,0.08251804766604244,0.05866171408145345,0.023638751389029194,100127.5,69.18597480999874,20231011,NA, MiSeq Sequencer
Sep_55_E,0.4144140133768095,0.21094628131364276,0.08108438964131898,0.005931646950154134,0.08653749846979089,0.15275381995837833,0.03241817554558911,79983,64.32269639847642,20231014.5,NA, MiSeq Sequencer
May_12_B,0.41209857597436284,0.12889575951795265,0.08065717316242016,0.1946356435196678,0.1324953171898626,2.48245356683442e-4,0.01917131186387128,71039,64.58260219178942,20230615,172033163, MiSeq Sequencer
May_29_B,0.4100638943269583,0.2801239162704644,0.11036292838241936,0.13064991502269646,0.06055977454123013,0,0.0011617150356044142,45226,63.741928708304584,20230615,172033163, MiSeq Sequencer
Sep_48_M,0.2685379599955797,0.40637338128773653,0.10660143260430588,0.010558675494027468,0.07091692703362501,0.09605280342378364,0.02622087824872663,78413,68.17802954152633,20231012.5,NA, MiSeq Sequencer
May_35_E,0.2735302874913155,0.254507559466702,0.40546531246898465,0.017401660766864065,0.030866443907764586,1.654150263009892e-4,0.005557944883713237,68500,63.66861313868613,20230615,172033163, MiSeq Sequencer
May_33_B,0.4034387089961311,0.16240268031142302,0.08615012431960217,0.16458187333800534,0.1366075628557989,2.399992320024576e-4,0.01362235640845949,84895.5,65.15250846631363,20230615.5,172033163, MiSeq Sequencer
Sep_66_E,0.36384857892330286,0.40219719394508213,0.06281134936105695,0.010769378865545208,0.06613240921233124,0.05577214641542127,0.026676774240127068,65110.5,71.55226276701113,20231013,NA, MiSeq Sequencer
May_48_E,0.2261881135215181,0.3996763507014945,0.2217150359525518,0.0599361861288796,0.08856082927499503,1.2213181075675924e-4,1.8319771613513886e-4,56051,65.66240735205261,20230609,172033163, MiSeq Sequencer
Sep_35_B,0.27006294256490965,0.39714895026709174,0.11000455505403953,0.047300095242039,0.1049629384239513,0.024297072342540065,0.024731872955401874,88359,62.3650084134392,20231011,NA, MiSeq Sequencer
Sep_64_E,0.29617037501886584,0.3936784576644132,0.09560161096856702,0.00793568835542987,0.06617045445518599,0.08351934671570536,0.03935275286566523,95472.5,69.5107245533109,20231011.5,NA, MiSeq Sequencer
Sep_41_E,0.39124529004047076,0.27775038377448014,0.08729590175373309,0.005740335860817788,0.08500721030841513,0.1175791970972694,0.023100897799692977,90383,66.16372275680858,20231013,NA, MiSeq Sequencer
Sep_29_M,0.39072275929695943,0.22145361912578204,0.1004146193282954,0.007866042783598554,0.10786497692414278,0.1346500250476972,0.028415813090885835,79500.5,65.56962066163135,20231013,NA, MiSeq Sequencer
Sep_66_B,0.38783508855911947,0.36226464017871396,0.07557443752991859,0.011907611297271421,0.061273336524652944,0.06300861656294877,0.025101723312589752,77409.5,72.3035062306626,20231014.5,NA, MiSeq Sequencer
May_48_B,0.31180553327558375,0.38609943640583066,0.14595698717743055,0.08274246847829575,0.06960976183601227,4.277754606606992e-5,2.138877303303496e-5,84513,61.343516569433604,20230609,172033163, MiSeq Sequencer
May_717_E,0.38384290330599036,0.2080039771314939,0.3304996271439225,0.019487944320159087,0.02714392244593587,0.003231419338801889,0.00790454884414616,28443.5,47.87844738700148,20230614,172033163, MiSeq Sequencer
Sep_29_B,0.38283402056564075,0.24331445583177932,0.07618012900576589,0.008392218591202285,0.11117764812565227,0.13841600082125688,0.03143018461169949,98530,66.02235115436743,20231013.5,NA, MiSeq Sequencer
May_64_E,0.2991886641526682,0.14471488972688837,0.37278025368529316,0.05112558564735459,0.08476745514798309,0.009187521426122728,0.02020340532510571,53059.5,57.84934864556047,20230614,172033163, MiSeq Sequencer
May_29_E,0.36225274033009963,0.20624921254882206,0.2798034521859645,0.0832304397127378,0.06269371298979463,4.535718785435303e-4,9.575406324807862e-4,93816,65.50162019271767,20230615,172033163, MiSeq Sequencer
May_38_M,0.25250630618976777,0.3217450358967725,0.3596468533730031,0.016913524351594333,0.030140353146626997,0.001875687212987517,0.007341051678416661,63019,68.06359986670687,20230615,172033163, MiSeq Sequencer
Sep_8_E,0.35964681258056935,0.2108589883980428,0.11992847538915764,0.00841384472505995,0.16220561939481307,0.1056789986554482,0.019017784123199752,61425.5,65.4058246873435,20231008.5,NA, MiSeq Sequencer
May_35_M,0.32643325199462614,0.16765826775971268,0.3595262248786772,0.030159295917528035,0.08049790255805665,4.6609820963452417e-4,0.011213774572971787,85157,63.66945759009829,20230616,172033163, MiSeq Sequencer
May_74_B,0.35780290021935296,0.17576996754374646,0.10400889321197804,0.1975365008784032,0.13158182052783593,2.481364949231273e-4,0.014640053200464513,83647.5,61.62503323113548,20230609,172033163, MiSeq Sequencer
Sep_717_E,0.3210485180063733,0.35717291786551697,0.13895783768927517,0.012453727959048708,0.07123532392575863,0.05495958979996736,0.02527677336791748,96181.5,70.13901156946804,20231009,172033163, MiSeq Sequencer
Sep_17_B,0.3558947949236712,0.21276439212801174,0.14325301943473728,0.009564097848077983,0.19672613573661946,0.052063024952486055,0.01736251609343388,67077,69.98994694132108,20231011,NA, MiSeq Sequencer
May_41_B,0.3554822095680245,0.2477603278807444,0.11214682093504044,0.16178230749700773,0.09602480867578253,2.7202495375575785e-4,0.0073265387544884115,46636,65.49126440253792,20230614,172033163, MiSeq Sequencer
Sep_43_E,0.3535179030263696,0.2730310178811025,0.09770150222307973,0.007550578351500908,0.08218817689926425,0.1334724767826293,0.036454999079197775,95466,67.34722356264601,20231009.5,NA, MiSeq Sequencer
Sep_64_B,0.3492463979815416,0.11944757984197599,0.04765382681855691,0.24231932996291275,0.12062374913447217,0.0023238828763030347,0.0433095886253047,80712.5,65.59292502987901,20231014.5,NA, MiSeq Sequencer
May_35_B,0.34336366541637936,0.15435722335290064,0.2773619497754531,0.07259515920138596,0.09701781238961867,7.06440381477806e-4,0.019023430272652346,74583,62.96010902945338,111268115,172033163, MiSeq Sequencer
May_64_M,0.2604852912399714,0.1718087535059683,0.3416606874959233,0.06780379622986106,0.09360120018263647,0.00903398343226143,0.029091383471397822,36317,49.12548880410272,20230614,172033163, MiSeq Sequencer
May_55_M,0.34162738429102774,0.1341169918650675,0.19225490781072857,0.12681743142987847,0.11458519800306304,0.008492949062195438,0.04861069674006006,51971,61.185280814021425,20230614.5,172033163, MiSeq Sequencer
May_33_M,0.20776259681489864,0.340979897310939,0.19946044730658774,0.08768601514228527,0.11408928726829694,0.0037420590026977633,0.013245148376990687,51032,61.250699250202246,20230616,172033163, MiSeq Sequencer
May_43_E,0.3143624056640472,0.33910371119582977,0.24188905313934492,0.06508208200420135,0.03777328250213958,3.890142379211079e-5,5.835213568816619e-5,46184.5,61.31513058122253,20230614,172033163, MiSeq Sequencer
May_12_E,0.3389293223354358,0.1861232411450752,0.23470807051593076,0.08086689309396733,0.10878214459000488,0.009574640142325732,0.021866407892608762,68615,63.55315893026306,20230614,172033163, MiSeq Sequencer
Sep_35_E,0.33736548734226224,0.2664705426956725,0.127728961833243,0.01791244096926531,0.1288128048308431,0.06458543005341799,0.03246690407989471,95555,66.74495862384092,20231011,NA, MiSeq Sequencer
May_55_E,0.3347266130572233,0.1400352209798222,0.2715410239545097,0.08094460121788208,0.10258640809658189,0.009844900384035985,0.0363030701661327,54365,61.67829148902939,20230614,172033163, MiSeq Sequencer
Sep_17_E,0.29398493290433925,0.3248842501765675,0.12203758926469432,0.01492976536137487,0.16161814329435772,0.06124931334850506,0.010505767872557484,86972,68.36772508413907,20231011,NA, MiSeq Sequencer
May_41_E,0.27933322777066033,0.257740862830903,0.32158228850278536,0.06866372050842821,0.06207085174682233,0.0014970706358231728,0.002461529603132332,74389.5,63.52234897115715,20230614,172033163, MiSeq Sequencer
May_74_E,0.31924781924781914,0.14450164450164454,0.3096668096668096,0.05784355784355785,0.09981409981409983,0.013013013013013013,0.0358930358930359,41411,62.249160850981625,20230609,172033163, MiSeq Sequencer
May_33_E,0.3012851920250254,0.20483925677458256,0.3168130252892625,0.05374439377379113,0.08463046018166057,0.010779029887310143,0.010157162778426864,53577,61.496999640818444,20230614,172033163, MiSeq Sequencer
Sep_55_B,0.31315308254963414,0.149980407523511,0.0687369383490073,0.24209770114942528,0.12070053988157434,0.003962034134447927,0.0398380355276907,74747,61.74218481193516,20231014,NA, MiSeq Sequencer
May_29_M,0.31101941568728586,0.31002468408061007,0.20001473676454334,0.13638875584865343,0.036068231219835684,3.3157720222525146e-4,0.0012157830748259222,58500,63.184615384615384,20230614,172033163, MiSeq Sequencer
Sep_33_M,0.16281448439475524,0.3096898839373233,0.09583339252482494,0.14034065887233108,0.15190430866705498,0.012046652366002301,0.08341738525137443,61731.5,57.316132059861246,20231007.5,172033163, MiSeq Sequencer
May_74_M,0.30846493998736574,0.11705622236260266,0.3037271004421984,0.07466835123183829,0.11958307012002527,0.012507896399241944,0.04308275426405558,45475,62.68938977460143,20230609,172033163, MiSeq Sequencer
Sep_12_B,0.30195935456555495,0.14449357858587758,0.05374700098790987,0.24649527214564615,0.19560615326715905,0.0027402737921625817,0.018970221574069718,67261,64.22467974495382,20231010,NA, MiSeq Sequencer
Sep_38_B,0.30164485138982816,0.27080644830906003,0.10334091234969997,0.14060099551404168,0.09064093897867637,0.021016407546242243,0.043220877117515766,108880.5,58.45410012476118,20231009,172033163, MiSeq Sequencer
Sep_33_B,0.30127153404429846,0.14499589827727644,0.06250394396415726,0.2593235312677478,0.1526156370290907,0.002445257777497318,0.037798952483119826,49879.5,63.68609506071805,20231009.5,NA, MiSeq Sequencer
Sep_35_M,0.2963512011050838,0.29784486147142386,0.13727075682535406,0.03852071471087005,0.13068966679020247,0.03981222555394584,0.02961490515818201,80245.5,65.17429214304887,20231008.5,NA, MiSeq Sequencer
Sep_38_E,0.29583012530824926,0.2029257188765775,0.16416161751414327,0.10348252044767292,0.1040069628092257,0.03362010287996965,0.04463339247257839,101537,64.22274678764757,20231008.5,NA, MiSeq Sequencer
Sep_41_B,0.28866401386059437,0.14713554062029965,0.055423338347009875,0.25049978104830267,0.1614816366163395,0.003836414523161282,0.04522780496163586,86061,61.2255444469595,20231009.5,172033163, MiSeq Sequencer
May_12_M,0.27620804982124325,0.28668838657594276,0.21659843155345399,0.07032060892630608,0.09991638795986622,0.012628301233998385,0.017630607773036565,69064,61.93590590360778,20230615.5,172033163, MiSeq Sequencer
Sep_41_M,0.18499085005425195,0.2801907723201995,0.104681857196068,0.12916808369366306,0.14933845082511457,0.01797599961132974,0.09560478712205868,102332,61.81087525492032,20231013.5,NA, MiSeq Sequencer
Sep_12_M,0.22420654178394656,0.2798214112394448,0.12907648257788987,0.07269727263903718,0.14731146268077255,0.008990099970882265,0.06915461516063282,69786.5,60.94379704070245,20231010,NA, MiSeq Sequencer
Sep_717_B,0.26634968662200126,0.1518046250270153,0.08823211584179817,0.23085152366544195,0.15352280095094012,0.011054679057704778,0.04376485843959369,74802,63.046691804522396,20231010,NA, MiSeq Sequencer
Sep_64_M,0.26385498308278715,0.1980063386012248,0.05690821876739903,0.18775964709409396,0.1345774979656516,0.005310719945179665,0.05609447942096024,75678.5,62.38744250956561,20231011,NA, MiSeq Sequencer
Sep_55_M,0.2524023558586486,0.20897174740944113,0.06733238862811088,0.17548268532459482,0.1431006996723054,0.0030444601895314853,0.06514037729164822,74460.5,60.97184898779967,20231016.5,NA, MiSeq Sequencer
May_55_B,0.24230406043437216,0.18192364764602725,0.06191825171995146,0.2158370430325105,0.13568056117631191,7.554296506137865e-4,0.11984351814380145,38069,58.094658467098036,20230616,172033163, MiSeq Sequencer
Sep_717_M,0.2051271003877639,0.20046316242998707,0.12828522188711758,0.1339616544592848,0.19503446790176646,0.011762171477811287,0.07300732442912536,85689.5,57.86206588547272,20231012,NA, MiSeq Sequencer
